-0.0900267, 0.5277712, -0.0,
-0.0307389, 0.5389274, -0.0,
-0.1523751, 0.5061134, -0.0,
-0.2055352, 0.4562347, -0.0,
-0.2554139, 0.3748537, -0.0,
-0.2928229, 0.2770653, -0.0,
-0.3190748, 0.1484308, -0.0,
-0.3315445, 0.0723002, -0.0,
-0.3381075, -0.0031741, -0.0,
-0.343645, -0.1833485, -0.0,
-0.3400107, -0.2899108, -0.0,
-0.3099523, -0.4227456, -0.0,
-0.2816658, -0.4953978, -0.0,
-0.2265368, -0.5643092, -0.0,
-0.1582818, -0.6135315, -0.0,
-0.0716504, -0.6450339, -0.0,
0.0116995, -0.6476591, -0.0,
0.07011, -0.6424087, -0.0,
0.1546412, -0.607428, -0.0,
0.2160708, -0.5620778, -0.0,
0.277894, -0.4930352, -0.0,
0.3129404, -0.4199235, -0.0,
0.3265914, -0.3473369, -0.0,
0.3310542, -0.267006, -0.0,
0.3236544, -0.1647957, -0.0,
-0.3240463, -0.3586417, -0.0,
0.2914138, 0.0782725, -0.0,
0.2769096, 0.1531562, -0.0,
0.2563675, 0.2140606, -0.0,
0.2324782, 0.2837595, -0.0,
0.1304238, 0.4580067, -0.0,
0.073759, 0.5088961, -0.0,
0.0097306, 0.5323653, -0.0,
0.073759, 0.5088961, -0.0,
0.181369, 0.3832051, -0.0,
-0.3063426, 0.2118292, -0.0,
0.300241, 0.0118388, -0.0,
-0.0276445, 0.5076509, -0.0,
-0.0251929, 0.4575154, -0.0,
-0.0232711, 0.3805162, -0.0,
-0.0201297, 0.2803908, -0.0,
-0.0184522, 0.2127747, -0.0,
-0.015944, 0.1515331, -0.0,
-0.0136917, 0.0760684, -0.0,
-0.0120992, 0.005781, -0.0,
-0.0063737, -0.1745759, -0.0,
0.0002773, -0.2773275, -0.0,
0.0006224, -0.3527763, -0.0,
0.0021868, -0.4203043, -0.0,
0.0035921, -0.4936734, -0.0,
0.0077694, -0.5621975, -0.0,
0.0101175, -0.6091321, -0.0,
-0.2257668, -0.4220871, -0.0,
-0.2482332, -0.286517, -0.0,
-0.2286971, 0.2120842, -0.0,
-0.2526811, -0.1809824, -0.0,
-0.2364814, -0.3570598, -0.0,
-0.1928038, 0.3763809, -0.0,
-0.156896, 0.4565801, -0.0,
-0.2192761, 0.2779622, -0.0,
-0.2373189, 0.1492675, -0.0,
-0.2458179, 0.0733165, -0.0,
-0.2501813, -0.0007588, -0.0,
-0.2047303, -0.4949327, -0.0,
-0.1633432, -0.5637396, -0.0,
0.1681195, 0.2829012, -0.0,
0.1292314, 0.3825201, -0.0,
0.0907763, 0.4578815, -0.0,
0.2206639, 0.0102954, -0.0,
0.2022972, 0.1527426, -0.0,
0.2136799, 0.077711, -0.0,
0.2080082, -0.4931978, -0.0,
0.1625537, -0.5628127, -0.0,
0.1863497, 0.213733, -0.0,
0.2395708, -0.1672875, -0.0,
0.2467798, -0.2696357, -0.0,
0.2530683, -0.3487227, -0.0,
0.2337675, -0.4200206, -0.0,
-0.1170726, -0.5909577, -0.0,
-0.0439764, -0.6095847, -0.0,
-0.0145952, -0.6468309, -0.0,
0.0365231, -0.6454278, -0.0,
0.0715379, -0.6084078, -0.0,
0.1258794, -0.5879313, -0.0,
